"","Site","type","count"
"48326","29SJ2181","Chaco San Jose B/W",0
"48327","29SJ2181","Chuska B/W",0
"48328","29SJ2181","Cortez B/W",0
"48329","29SJ2181","Deadman's B/R",0
"48330","29SJ2181","Degenerative Transitional B/W",0
"48331","29SJ2181","Four-Mile Polychrome",0
"48332","29SJ2181","Hachure A",4
"48333","29SJ2181","Hachure B",0
"48334","29SJ2181","Historic Polychromes",0
"48335","29SJ2181","Holbrook B/W",0
"48336","29SJ2181","Indeterminate B/W",0
"48337","29SJ2181","Indeterminate Corrugated",0
"48338","29SJ2181","Indeterminate P1-P2 B/W",0
"48339","29SJ2181","Indeterminate P2-3 carbon trachtye",0
"48340","29SJ2181","Indeterminate Redware",0
"48341","29SJ2181","Indeterminate Whiteware",0
"48342","29SJ2181","Indeterminate plain gray",0
"48343","29SJ2181","Kana'a B/W",0
"48344","29SJ2181","Kana'a Gray",0
"48345","29SJ2181","Kayenta B/W",0
"48346","29SJ2181","Kiatuthlana B/W",0
"48347","29SJ2181","La Plata B/R",0
"48348","29SJ2181","La Plata B/W",0
"48349","29SJ2181","Late Pueblo utility",0
"48350","29SJ2181","Lino Gray",3
"48351","29SJ2181","Mancos B/W",0
"48352","29SJ2181","Mesa Verde & proto",0
"48353","29SJ2181","Mummy Lake Chaco",0
"48354","29SJ2181","Navajo Polychrome",0
"48355","29SJ2181","Navajo Utility",0
"48356","29SJ2181","Newcomb B/W",0
"48357","29SJ2181","Pena B/W",0
"48358","29SJ2181","Piedro B/W",0
"48359","29SJ2181","Puerco B/R",0
"48360","29SJ2181","Red Mesa B/W",3
"48361","29SJ2181","Sanostee R/O",0
"48362","29SJ2181","Smudged Reds",0
"48363","29SJ2181","Sosi-Dogozhi B/W",0
"48364","29SJ2181","St. John's B/R Poly",0
"48365","29SJ2181","Theodore B/W",0
"48366","29SJ2181","Toadlena B/W",0
"48367","29SJ2181","Tohatchie/Coolidge Coirrugated",1
"48368","29SJ2181","Tusayan B/R",0
"48369","29SJ2181","Tusayan Poly",0
"48370","29SJ2181","Wetherill B/W",0
"48371","29SJ2181","White Mound B/W",0
"48372","29SJ2181","Wingate B/R",0
"48373","29SJ2182","Abajo R/O",0
"48374","29SJ2182","Black Mesa B/W",0
"48375","29SJ2182","Bluff B/R",0
"48376","29SJ2182","Chaco B/W",0
"48377","29SJ2182","Chaco Corrugated",3
"48378","29SJ2182","Chaco McElmo B/W",1
"48379","29SJ2182","Chaco San Jose B/W",0
"48380","29SJ2182","Chuska B/W",0
"48381","29SJ2182","Cortez B/W",0
"48382","29SJ2182","Deadman's B/R",0
"48383","29SJ2182","Degenerative Transitional B/W",0
"48384","29SJ2182","Four-Mile Polychrome",0
"48385","29SJ2182","Hachure A",0
"48386","29SJ2182","Hachure B",0
"48387","29SJ2182","Historic Polychromes",0
"48388","29SJ2182","Holbrook B/W",0
"48389","29SJ2182","Indeterminate B/W",0
"48390","29SJ2182","Indeterminate Corrugated",0
"48391","29SJ2182","Indeterminate P1-P2 B/W",0
"48392","29SJ2182","Indeterminate P2-3 carbon trachtye",0
"48393","29SJ2182","Indeterminate Redware",0
"48394","29SJ2182","Indeterminate Whiteware",3
"48395","29SJ2182","Indeterminate plain gray",3
"48396","29SJ2182","Kana'a B/W",0
"48397","29SJ2182","Kana'a Gray",0
"48398","29SJ2182","Kayenta B/W",0
"48399","29SJ2182","Kiatuthlana B/W",0
"48400","29SJ2182","La Plata B/R",0
"48401","29SJ2182","La Plata B/W",1
"48402","29SJ2182","Late Pueblo utility",0
"48403","29SJ2182","Lino Gray",1
"48404","29SJ2182","Mancos B/W",0
"48405","29SJ2182","Mesa Verde & proto",0
"48406","29SJ2182","Mummy Lake Chaco",0
"48407","29SJ2182","Navajo Polychrome",0
"48408","29SJ2182","Navajo Utility",0
"48409","29SJ2182","Newcomb B/W",0
"48410","29SJ2182","Pena B/W",0
"48411","29SJ2182","Piedro B/W",0
"48412","29SJ2182","Puerco B/R",0
"48413","29SJ2182","Red Mesa B/W",1
"48414","29SJ2182","Sanostee R/O",0
"48415","29SJ2182","Smudged Reds",0
"48416","29SJ2182","Sosi-Dogozhi B/W",0
"48417","29SJ2182","St. John's B/R Poly",0
"48418","29SJ2182","Theodore B/W",0
"48419","29SJ2182","Toadlena B/W",0
"48420","29SJ2182","Tohatchie/Coolidge Coirrugated",1
"48421","29SJ2182","Tusayan B/R",0
"48422","29SJ2182","Tusayan Poly",0
"48423","29SJ2182","Wetherill B/W",0
"48424","29SJ2182","White Mound B/W",0
"48425","29SJ2182","Wingate B/R",0
"48426","29SJ2183","Abajo R/O",0
"48427","29SJ2183","Black Mesa B/W",0
"48428","29SJ2183","Bluff B/R",0
"48429","29SJ2183","Chaco B/W",0
"48430","29SJ2183","Chaco Corrugated",0
"48431","29SJ2183","Chaco McElmo B/W",0
"48432","29SJ2183","Chaco San Jose B/W",0
"48433","29SJ2183","Chuska B/W",0
"48434","29SJ2183","Cortez B/W",0
"48435","29SJ2183","Deadman's B/R",0
"48436","29SJ2183","Degenerative Transitional B/W",4
"48437","29SJ2183","Four-Mile Polychrome",0
"48438","29SJ2183","Hachure A",0
"48439","29SJ2183","Hachure B",6
"48440","29SJ2183","Historic Polychromes",0
"48441","29SJ2183","Holbrook B/W",0
"48442","29SJ2183","Indeterminate B/W",2
"48443","29SJ2183","Indeterminate Corrugated",1
"48444","29SJ2183","Indeterminate P1-P2 B/W",6
"48445","29SJ2183","Indeterminate P2-3 carbon trachtye",0
"48446","29SJ2183","Indeterminate Redware",12
"48447","29SJ2183","Indeterminate Whiteware",2
"48448","29SJ2183","Indeterminate plain gray",1
"48449","29SJ2183","Kana'a B/W",0
"48450","29SJ2183","Kana'a Gray",0
"48451","29SJ2183","Kayenta B/W",0
"48452","29SJ2183","Kiatuthlana B/W",0
"48453","29SJ2183","La Plata B/R",0
"48454","29SJ2183","La Plata B/W",0
"48455","29SJ2183","Late Pueblo utility",0
"48456","29SJ2183","Lino Gray",0
"48457","29SJ2183","Mancos B/W",0
"48458","29SJ2183","Mesa Verde & proto",0
"48459","29SJ2183","Mummy Lake Chaco",0
"48460","29SJ2183","Navajo Polychrome",0
"48461","29SJ2183","Navajo Utility",0
"48462","29SJ2183","Newcomb B/W",0
"48463","29SJ2183","Pena B/W",0
"48464","29SJ2183","Piedro B/W",0
"48465","29SJ2183","Puerco B/R",0
"48466","29SJ2183","Red Mesa B/W",0
"48467","29SJ2183","Sanostee R/O",0
"48468","29SJ2183","Smudged Reds",0
"48469","29SJ2183","Sosi-Dogozhi B/W",0
"48470","29SJ2183","St. John's B/R Poly",0
"48471","29SJ2183","Theodore B/W",0
"48472","29SJ2183","Toadlena B/W",0
"48473","29SJ2183","Tohatchie/Coolidge Coirrugated",0
"48474","29SJ2183","Tusayan B/R",0
"48475","29SJ2183","Tusayan Poly",0
"48476","29SJ2183","Wetherill B/W",0
"48477","29SJ2183","White Mound B/W",0
"48478","29SJ2183","Wingate B/R",0
"48479","29SJ2184","Abajo R/O",0
"48480","29SJ2184","Black Mesa B/W",0
"48481","29SJ2184","Bluff B/R",0
"48482","29SJ2184","Chaco B/W",0
"48483","29SJ2184","Chaco Corrugated",0
"48484","29SJ2184","Chaco McElmo B/W",0
"48485","29SJ2184","Chaco San Jose B/W",0
"48486","29SJ2184","Chuska B/W",0
"48487","29SJ2184","Cortez B/W",0
"48488","29SJ2184","Deadman's B/R",0
"48489","29SJ2184","Degenerative Transitional B/W",0
"48490","29SJ2184","Four-Mile Polychrome",0
"48491","29SJ2184","Hachure A",0
"48492","29SJ2184","Hachure B",0
"48493","29SJ2184","Historic Polychromes",0
"48494","29SJ2184","Holbrook B/W",0
"48495","29SJ2184","Indeterminate B/W",0
"48496","29SJ2184","Indeterminate Corrugated",1
"48497","29SJ2184","Indeterminate P1-P2 B/W",0
"48498","29SJ2184","Indeterminate P2-3 carbon trachtye",0
"48499","29SJ2184","Indeterminate Redware",0
"48500","29SJ2184","Indeterminate Whiteware",1
"48501","29SJ2184","Indeterminate plain gray",0
"48502","29SJ2184","Kana'a B/W",0
"48503","29SJ2184","Kana'a Gray",0
"48504","29SJ2184","Kayenta B/W",0
"48505","29SJ2184","Kiatuthlana B/W",0
"48506","29SJ2184","La Plata B/R",0
"48507","29SJ2184","La Plata B/W",0
"48508","29SJ2184","Late Pueblo utility",0
"48509","29SJ2184","Lino Gray",5
"48510","29SJ2184","Mancos B/W",0
"48511","29SJ2184","Mesa Verde & proto",0
"48512","29SJ2184","Mummy Lake Chaco",0
"48513","29SJ2184","Navajo Polychrome",0
"48514","29SJ2184","Navajo Utility",0
"48515","29SJ2184","Newcomb B/W",0
"48516","29SJ2184","Pena B/W",0
"48517","29SJ2184","Piedro B/W",0
"48518","29SJ2184","Puerco B/R",0
"48519","29SJ2184","Red Mesa B/W",0
"48520","29SJ2184","Sanostee R/O",0
"48521","29SJ2184","Smudged Reds",0
"48522","29SJ2184","Sosi-Dogozhi B/W",0
"48523","29SJ2184","St. John's B/R Poly",0
"48524","29SJ2184","Theodore B/W",0
"48525","29SJ2184","Toadlena B/W",0
"48526","29SJ2184","Tohatchie/Coolidge Coirrugated",0
"48527","29SJ2184","Tusayan B/R",0
"48528","29SJ2184","Tusayan Poly",0
"48529","29SJ2184","Wetherill B/W",0
"48530","29SJ2184","White Mound B/W",0
"48531","29SJ2184","Wingate B/R",0
"48532","29SJ2185","Abajo R/O",0
"48533","29SJ2185","Black Mesa B/W",0
"48534","29SJ2185","Bluff B/R",0
"48535","29SJ2185","Chaco B/W",0
"48536","29SJ2185","Chaco Corrugated",0
"48537","29SJ2185","Chaco McElmo B/W",0
"48538","29SJ2185","Chaco San Jose B/W",0
"48539","29SJ2185","Chuska B/W",0
"48540","29SJ2185","Cortez B/W",0
"48541","29SJ2185","Deadman's B/R",0
"48542","29SJ2185","Degenerative Transitional B/W",0
"48543","29SJ2185","Four-Mile Polychrome",0
"48544","29SJ2185","Hachure A",0
"48545","29SJ2185","Hachure B",0
"48546","29SJ2185","Historic Polychromes",0
"48547","29SJ2185","Holbrook B/W",0
"48548","29SJ2185","Indeterminate B/W",0
"48549","29SJ2185","Indeterminate Corrugated",0
"48550","29SJ2185","Indeterminate P1-P2 B/W",0
"48551","29SJ2185","Indeterminate P2-3 carbon trachtye",0
"48552","29SJ2185","Indeterminate Redware",0
"48553","29SJ2185","Indeterminate Whiteware",0
"48554","29SJ2185","Indeterminate plain gray",0
"48555","29SJ2185","Kana'a B/W",0
"48556","29SJ2185","Kana'a Gray",0
"48557","29SJ2185","Kayenta B/W",0
"48558","29SJ2185","Kiatuthlana B/W",0
"48559","29SJ2185","La Plata B/R",0
"48560","29SJ2185","La Plata B/W",0
"48561","29SJ2185","Late Pueblo utility",0
"48562","29SJ2185","Lino Gray",0
"48563","29SJ2185","Mancos B/W",0
"48564","29SJ2185","Mesa Verde & proto",0
"48565","29SJ2185","Mummy Lake Chaco",0
"48566","29SJ2185","Navajo Polychrome",0
"48567","29SJ2185","Navajo Utility",2
"48568","29SJ2185","Newcomb B/W",0
"48569","29SJ2185","Pena B/W",0
"48570","29SJ2185","Piedro B/W",0
"48571","29SJ2185","Puerco B/R",0
"48572","29SJ2185","Red Mesa B/W",0
"48573","29SJ2185","Sanostee R/O",0
"48574","29SJ2185","Smudged Reds",0
"48575","29SJ2185","Sosi-Dogozhi B/W",0
"48576","29SJ2185","St. John's B/R Poly",0
"48577","29SJ2185","Theodore B/W",0
"48578","29SJ2185","Toadlena B/W",0
"48579","29SJ2185","Tohatchie/Coolidge Coirrugated",0
"48580","29SJ2185","Tusayan B/R",0
"48581","29SJ2185","Tusayan Poly",0
"48582","29SJ2185","Wetherill B/W",0
"48583","29SJ2185","White Mound B/W",0
"48584","29SJ2185","Wingate B/R",0
"48585","29SJ2186","Abajo R/O",0
"48586","29SJ2186","Black Mesa B/W",0
"48587","29SJ2186","Bluff B/R",1
"48588","29SJ2186","Chaco B/W",0
"48589","29SJ2186","Chaco Corrugated",0
"48590","29SJ2186","Chaco McElmo B/W",0
"48591","29SJ2186","Chaco San Jose B/W",0
"48592","29SJ2186","Chuska B/W",0
"48593","29SJ2186","Cortez B/W",0
"48594","29SJ2186","Deadman's B/R",0
"48595","29SJ2186","Degenerative Transitional B/W",0
"48596","29SJ2186","Four-Mile Polychrome",0
"48597","29SJ2186","Hachure A",0
"48598","29SJ2186","Hachure B",0
"48599","29SJ2186","Historic Polychromes",0
"48600","29SJ2186","Holbrook B/W",0
"48601","29SJ2186","Indeterminate B/W",0
"48602","29SJ2186","Indeterminate Corrugated",0
"48603","29SJ2186","Indeterminate P1-P2 B/W",0
"48604","29SJ2186","Indeterminate P2-3 carbon trachtye",0
"48605","29SJ2186","Indeterminate Redware",2
"48606","29SJ2186","Indeterminate Whiteware",0
"48607","29SJ2186","Indeterminate plain gray",4
"48608","29SJ2186","Kana'a B/W",0
"48609","29SJ2186","Kana'a Gray",0
"48610","29SJ2186","Kayenta B/W",0
"48611","29SJ2186","Kiatuthlana B/W",0
"48612","29SJ2186","La Plata B/R",0
"48613","29SJ2186","La Plata B/W",1
"48614","29SJ2186","Late Pueblo utility",0
"48615","29SJ2186","Lino Gray",59
"48616","29SJ2186","Mancos B/W",0
"48617","29SJ2186","Mesa Verde & proto",0
"48618","29SJ2186","Mummy Lake Chaco",0
"48619","29SJ2186","Navajo Polychrome",0
"48620","29SJ2186","Navajo Utility",0
"48621","29SJ2186","Newcomb B/W",0
"48622","29SJ2186","Pena B/W",0
"48623","29SJ2186","Piedro B/W",0
"48624","29SJ2186","Puerco B/R",0
"48625","29SJ2186","Red Mesa B/W",0
"48626","29SJ2186","Sanostee R/O",0
"48627","29SJ2186","Smudged Reds",0
"48628","29SJ2186","Sosi-Dogozhi B/W",0
"48629","29SJ2186","St. John's B/R Poly",0
"48630","29SJ2186","Theodore B/W",0
"48631","29SJ2186","Toadlena B/W",0
"48632","29SJ2186","Tohatchie/Coolidge Coirrugated",0
"48633","29SJ2186","Tusayan B/R",0
"48634","29SJ2186","Tusayan Poly",0
"48635","29SJ2186","Wetherill B/W",0
"48636","29SJ2186","White Mound B/W",6
"48637","29SJ2186","Wingate B/R",0
"48638","29SJ2189","Abajo R/O",0
"48639","29SJ2189","Black Mesa B/W",0
"48640","29SJ2189","Bluff B/R",0
"48641","29SJ2189","Chaco B/W",0
"48642","29SJ2189","Chaco Corrugated",0
"48643","29SJ2189","Chaco McElmo B/W",0
"48644","29SJ2189","Chaco San Jose B/W",0
"48645","29SJ2189","Chuska B/W",0
"48646","29SJ2189","Cortez B/W",0
"48647","29SJ2189","Deadman's B/R",0
"48648","29SJ2189","Degenerative Transitional B/W",0
"48649","29SJ2189","Four-Mile Polychrome",0
"48650","29SJ2189","Hachure A",0
"48651","29SJ2189","Hachure B",0
"48652","29SJ2189","Historic Polychromes",0
"48653","29SJ2189","Holbrook B/W",0
"48654","29SJ2189","Indeterminate B/W",0
"48655","29SJ2189","Indeterminate Corrugated",0
"48656","29SJ2189","Indeterminate P1-P2 B/W",0
"48657","29SJ2189","Indeterminate P2-3 carbon trachtye",0
"48658","29SJ2189","Indeterminate Redware",0
"48659","29SJ2189","Indeterminate Whiteware",0
"48660","29SJ2189","Indeterminate plain gray",0
"48661","29SJ2189","Kana'a B/W",0
"48662","29SJ2189","Kana'a Gray",0
"48663","29SJ2189","Kayenta B/W",0
"48664","29SJ2189","Kiatuthlana B/W",0
"48665","29SJ2189","La Plata B/R",0
"48666","29SJ2189","La Plata B/W",0
"48667","29SJ2189","Late Pueblo utility",0
"48668","29SJ2189","Lino Gray",35
"48669","29SJ2189","Mancos B/W",0
"48670","29SJ2189","Mesa Verde & proto",0
"48671","29SJ2189","Mummy Lake Chaco",0
"48672","29SJ2189","Navajo Polychrome",0
"48673","29SJ2189","Navajo Utility",0
"48674","29SJ2189","Newcomb B/W",0
"48675","29SJ2189","Pena B/W",0
"48676","29SJ2189","Piedro B/W",0
"48677","29SJ2189","Puerco B/R",0
"48678","29SJ2189","Red Mesa B/W",0
"48679","29SJ2189","Sanostee R/O",0
"48680","29SJ2189","Smudged Reds",0
"48681","29SJ2189","Sosi-Dogozhi B/W",0
"48682","29SJ2189","St. John's B/R Poly",0
"48683","29SJ2189","Theodore B/W",0
"48684","29SJ2189","Toadlena B/W",0
"48685","29SJ2189","Tohatchie/Coolidge Coirrugated",0
"48686","29SJ2189","Tusayan B/R",0
"48687","29SJ2189","Tusayan Poly",0
"48688","29SJ2189","Wetherill B/W",0
"48689","29SJ2189","White Mound B/W",0
"48690","29SJ2189","Wingate B/R",0
"48691","29SJ2190","Abajo R/O",0
"48692","29SJ2190","Black Mesa B/W",0
"48693","29SJ2190","Bluff B/R",0
"48694","29SJ2190","Chaco B/W",0
"48695","29SJ2190","Chaco Corrugated",0
"48696","29SJ2190","Chaco McElmo B/W",0
"48697","29SJ2190","Chaco San Jose B/W",0
"48698","29SJ2190","Chuska B/W",0
"48699","29SJ2190","Cortez B/W",0
"48700","29SJ2190","Deadman's B/R",0
"48701","29SJ2190","Degenerative Transitional B/W",0
"48702","29SJ2190","Four-Mile Polychrome",0
"48703","29SJ2190","Hachure A",0
"48704","29SJ2190","Hachure B",0
"48705","29SJ2190","Historic Polychromes",0
"48706","29SJ2190","Holbrook B/W",0
"48707","29SJ2190","Indeterminate B/W",0
"48708","29SJ2190","Indeterminate Corrugated",0
"48709","29SJ2190","Indeterminate P1-P2 B/W",0
"48710","29SJ2190","Indeterminate P2-3 carbon trachtye",0
"48711","29SJ2190","Indeterminate Redware",0
"48712","29SJ2190","Indeterminate Whiteware",0
"48713","29SJ2190","Indeterminate plain gray",0
"48714","29SJ2190","Kana'a B/W",0
"48715","29SJ2190","Kana'a Gray",0
"48716","29SJ2190","Kayenta B/W",0
"48717","29SJ2190","Kiatuthlana B/W",0
"48718","29SJ2190","La Plata B/R",0
"48719","29SJ2190","La Plata B/W",0
"48720","29SJ2190","Late Pueblo utility",0
"48721","29SJ2190","Lino Gray",11
"48722","29SJ2190","Mancos B/W",0
"48723","29SJ2190","Mesa Verde & proto",0
"48724","29SJ2190","Mummy Lake Chaco",0
"48725","29SJ2190","Navajo Polychrome",0
"48726","29SJ2190","Navajo Utility",1
"48727","29SJ2190","Newcomb B/W",0
"48728","29SJ2190","Pena B/W",0
"48729","29SJ2190","Piedro B/W",0
"48730","29SJ2190","Puerco B/R",0
"48731","29SJ2190","Red Mesa B/W",0
"48732","29SJ2190","Sanostee R/O",0
"48733","29SJ2190","Smudged Reds",0
"48734","29SJ2190","Sosi-Dogozhi B/W",0
"48735","29SJ2190","St. John's B/R Poly",0
"48736","29SJ2190","Theodore B/W",0
"48737","29SJ2190","Toadlena B/W",0
"48738","29SJ2190","Tohatchie/Coolidge Coirrugated",0
"48739","29SJ2190","Tusayan B/R",0
"48740","29SJ2190","Tusayan Poly",0
"48741","29SJ2190","Wetherill B/W",0
"48742","29SJ2190","White Mound B/W",0
"48743","29SJ2190","Wingate B/R",0
"48744","29SJ2193","Abajo R/O",0
"48745","29SJ2193","Black Mesa B/W",0
"48746","29SJ2193","Bluff B/R",0
"48747","29SJ2193","Chaco B/W",0
"48748","29SJ2193","Chaco Corrugated",0
"48749","29SJ2193","Chaco McElmo B/W",0
"48750","29SJ2193","Chaco San Jose B/W",0
"48751","29SJ2193","Chuska B/W",0
"48752","29SJ2193","Cortez B/W",0
"48753","29SJ2193","Deadman's B/R",0
"48754","29SJ2193","Degenerative Transitional B/W",0
"48755","29SJ2193","Four-Mile Polychrome",0
"48756","29SJ2193","Hachure A",0
"48757","29SJ2193","Hachure B",0
"48758","29SJ2193","Historic Polychromes",0
"48759","29SJ2193","Holbrook B/W",0
"48760","29SJ2193","Indeterminate B/W",0
"48761","29SJ2193","Indeterminate Corrugated",0
"48762","29SJ2193","Indeterminate P1-P2 B/W",0
"48763","29SJ2193","Indeterminate P2-3 carbon trachtye",0
"48764","29SJ2193","Indeterminate Redware",0
"48765","29SJ2193","Indeterminate Whiteware",0
"48766","29SJ2193","Indeterminate plain gray",0
"48767","29SJ2193","Kana'a B/W",0
"48768","29SJ2193","Kana'a Gray",0
"48769","29SJ2193","Kayenta B/W",0
"48770","29SJ2193","Kiatuthlana B/W",0
"48771","29SJ2193","La Plata B/R",0
"48772","29SJ2193","La Plata B/W",5
"48773","29SJ2193","Late Pueblo utility",0
"48774","29SJ2193","Lino Gray",8
"48775","29SJ2193","Mancos B/W",0
"48776","29SJ2193","Mesa Verde & proto",0
"48777","29SJ2193","Mummy Lake Chaco",0
"48778","29SJ2193","Navajo Polychrome",0
"48779","29SJ2193","Navajo Utility",0
"48780","29SJ2193","Newcomb B/W",0
"48781","29SJ2193","Pena B/W",0
"48782","29SJ2193","Piedro B/W",0
"48783","29SJ2193","Puerco B/R",0
"48784","29SJ2193","Red Mesa B/W",0
"48785","29SJ2193","Sanostee R/O",0
"48786","29SJ2193","Smudged Reds",0
"48787","29SJ2193","Sosi-Dogozhi B/W",0
"48788","29SJ2193","St. John's B/R Poly",0
"48789","29SJ2193","Theodore B/W",0
"48790","29SJ2193","Toadlena B/W",0
"48791","29SJ2193","Tohatchie/Coolidge Coirrugated",0
"48792","29SJ2193","Tusayan B/R",0
"48793","29SJ2193","Tusayan Poly",0
"48794","29SJ2193","Wetherill B/W",0
"48795","29SJ2193","White Mound B/W",0
"48796","29SJ2193","Wingate B/R",0
"48797","29SJ2194","Abajo R/O",0
"48798","29SJ2194","Black Mesa B/W",0
"48799","29SJ2194","Bluff B/R",0
"48800","29SJ2194","Chaco B/W",0
"48801","29SJ2194","Chaco Corrugated",0
"48802","29SJ2194","Chaco McElmo B/W",0
"48803","29SJ2194","Chaco San Jose B/W",0
"48804","29SJ2194","Chuska B/W",0
"48805","29SJ2194","Cortez B/W",0
"48806","29SJ2194","Deadman's B/R",0
"48807","29SJ2194","Degenerative Transitional B/W",0
"48808","29SJ2194","Four-Mile Polychrome",0
"48809","29SJ2194","Hachure A",0
"48810","29SJ2194","Hachure B",0
"48811","29SJ2194","Historic Polychromes",0
"48812","29SJ2194","Holbrook B/W",0
"48813","29SJ2194","Indeterminate B/W",0
"48814","29SJ2194","Indeterminate Corrugated",0
"48815","29SJ2194","Indeterminate P1-P2 B/W",0
"48816","29SJ2194","Indeterminate P2-3 carbon trachtye",0
"48817","29SJ2194","Indeterminate Redware",0
"48818","29SJ2194","Indeterminate Whiteware",0
"48819","29SJ2194","Indeterminate plain gray",0
"48820","29SJ2194","Kana'a B/W",0
"48821","29SJ2194","Kana'a Gray",0
"48822","29SJ2194","Kayenta B/W",0
"48823","29SJ2194","Kiatuthlana B/W",0
"48824","29SJ2194","La Plata B/R",0
"48825","29SJ2194","La Plata B/W",0
"48826","29SJ2194","Late Pueblo utility",0
"48827","29SJ2194","Lino Gray",12
"48828","29SJ2194","Mancos B/W",0
"48829","29SJ2194","Mesa Verde & proto",0
"48830","29SJ2194","Mummy Lake Chaco",0
"48831","29SJ2194","Navajo Polychrome",0
"48832","29SJ2194","Navajo Utility",0
"48833","29SJ2194","Newcomb B/W",0
"48834","29SJ2194","Pena B/W",0
"48835","29SJ2194","Piedro B/W",0
"48836","29SJ2194","Puerco B/R",0
"48837","29SJ2194","Red Mesa B/W",0
"48838","29SJ2194","Sanostee R/O",0
"48839","29SJ2194","Smudged Reds",0
"48840","29SJ2194","Sosi-Dogozhi B/W",0
"48841","29SJ2194","St. John's B/R Poly",0
"48842","29SJ2194","Theodore B/W",0
"48843","29SJ2194","Toadlena B/W",0
"48844","29SJ2194","Tohatchie/Coolidge Coirrugated",0
"48845","29SJ2194","Tusayan B/R",0
"48846","29SJ2194","Tusayan Poly",0
"48847","29SJ2194","Wetherill B/W",0
"48848","29SJ2194","White Mound B/W",0
"48849","29SJ2194","Wingate B/R",0
"48850","29SJ2195","Abajo R/O",0
"48851","29SJ2195","Black Mesa B/W",0
"48852","29SJ2195","Bluff B/R",0
"48853","29SJ2195","Chaco B/W",0
"48854","29SJ2195","Chaco Corrugated",0
"48855","29SJ2195","Chaco McElmo B/W",0
"48856","29SJ2195","Chaco San Jose B/W",0
"48857","29SJ2195","Chuska B/W",0
"48858","29SJ2195","Cortez B/W",0
"48859","29SJ2195","Deadman's B/R",0
"48860","29SJ2195","Degenerative Transitional B/W",0
"48861","29SJ2195","Four-Mile Polychrome",0
"48862","29SJ2195","Hachure A",0
"48863","29SJ2195","Hachure B",1
"48864","29SJ2195","Historic Polychromes",0
"48865","29SJ2195","Holbrook B/W",0
"48866","29SJ2195","Indeterminate B/W",3
"48867","29SJ2195","Indeterminate Corrugated",6
"48868","29SJ2195","Indeterminate P1-P2 B/W",2
"48869","29SJ2195","Indeterminate P2-3 carbon trachtye",0
"48870","29SJ2195","Indeterminate Redware",0
"48871","29SJ2195","Indeterminate Whiteware",0
"48872","29SJ2195","Indeterminate plain gray",2
"48873","29SJ2195","Kana'a B/W",0
"48874","29SJ2195","Kana'a Gray",0
"48875","29SJ2195","Kayenta B/W",0
"48876","29SJ2195","Kiatuthlana B/W",0
"48877","29SJ2195","La Plata B/R",0
"48878","29SJ2195","La Plata B/W",0
"48879","29SJ2195","Late Pueblo utility",0
"48880","29SJ2195","Lino Gray",9
"48881","29SJ2195","Mancos B/W",0
"48882","29SJ2195","Mesa Verde & proto",1
"48883","29SJ2195","Mummy Lake Chaco",0
"48884","29SJ2195","Navajo Polychrome",0
"48885","29SJ2195","Navajo Utility",0
"48886","29SJ2195","Newcomb B/W",0
"48887","29SJ2195","Pena B/W",0
"48888","29SJ2195","Piedro B/W",0
"48889","29SJ2195","Puerco B/R",0
"48890","29SJ2195","Red Mesa B/W",0
"48891","29SJ2195","Sanostee R/O",0
"48892","29SJ2195","Smudged Reds",0
"48893","29SJ2195","Sosi-Dogozhi B/W",0
"48894","29SJ2195","St. John's B/R Poly",0
"48895","29SJ2195","Theodore B/W",0
"48896","29SJ2195","Toadlena B/W",0
"48897","29SJ2195","Tohatchie/Coolidge Coirrugated",0
"48898","29SJ2195","Tusayan B/R",0
"48899","29SJ2195","Tusayan Poly",0
"48900","29SJ2195","Wetherill B/W",0
"48901","29SJ2195","White Mound B/W",3
"48902","29SJ2195","Wingate B/R",0
"48903","29SJ2196","Abajo R/O",0
"48904","29SJ2196","Black Mesa B/W",0
"48905","29SJ2196","Bluff B/R",0
"48906","29SJ2196","Chaco B/W",0
"48907","29SJ2196","Chaco Corrugated",0
"48908","29SJ2196","Chaco McElmo B/W",4
"48909","29SJ2196","Chaco San Jose B/W",0
"48910","29SJ2196","Chuska B/W",0
"48911","29SJ2196","Cortez B/W",0
"48912","29SJ2196","Deadman's B/R",0
"48913","29SJ2196","Degenerative Transitional B/W",0
"48914","29SJ2196","Four-Mile Polychrome",0
"48915","29SJ2196","Hachure A",0
"48916","29SJ2196","Hachure B",0
"48917","29SJ2196","Historic Polychromes",0
"48918","29SJ2196","Holbrook B/W",0
"48919","29SJ2196","Indeterminate B/W",3
"48920","29SJ2196","Indeterminate Corrugated",5
"48921","29SJ2196","Indeterminate P1-P2 B/W",0
"48922","29SJ2196","Indeterminate P2-3 carbon trachtye",0
"48923","29SJ2196","Indeterminate Redware",0
"48924","29SJ2196","Indeterminate Whiteware",0
"48925","29SJ2196","Indeterminate plain gray",0
"48926","29SJ2196","Kana'a B/W",0
"48927","29SJ2196","Kana'a Gray",2
"48928","29SJ2196","Kayenta B/W",0
"48929","29SJ2196","Kiatuthlana B/W",0
"48930","29SJ2196","La Plata B/R",0
"48931","29SJ2196","La Plata B/W",0
"48932","29SJ2196","Late Pueblo utility",0
"48933","29SJ2196","Lino Gray",0
"48934","29SJ2196","Mancos B/W",0
"48935","29SJ2196","Mesa Verde & proto",0
"48936","29SJ2196","Mummy Lake Chaco",0
