"","Site","type","count"
"1","29MC101","Abajo R/O",0
"2","29MC101","Black Mesa B/W",0
"3","29MC101","Bluff B/R",0
"4","29MC101","Chaco B/W",1
"5","29MC101","Chaco Corrugated",0
"6","29MC101","Chaco McElmo B/W",0
"7","29MC101","Chaco San Jose B/W",0
"8","29MC101","Chuska B/W",0
"9","29MC101","Cortez B/W",0
"10","29MC101","Deadman's B/R",0
"11","29MC101","Degenerative Transitional B/W",7
"12","29MC101","Four-Mile Polychrome",0
"13","29MC101","Hachure A",10
"14","29MC101","Hachure B",1
"15","29MC101","Historic Polychromes",0
"16","29MC101","Holbrook B/W",0
"17","29MC101","Indeterminate B/W",0
"18","29MC101","Indeterminate Corrugated",0
"19","29MC101","Indeterminate P1-P2 B/W",7
"20","29MC101","Indeterminate P2-3 carbon trachtye",0
"21","29MC101","Indeterminate Redware",0
"22","29MC101","Indeterminate Whiteware",1
"23","29MC101","Indeterminate plain gray",1
"24","29MC101","Kana'a B/W",0
"25","29MC101","Kana'a Gray",3
"26","29MC101","Kayenta B/W",0
"27","29MC101","Kiatuthlana B/W",0
"28","29MC101","La Plata B/R",0
"29","29MC101","La Plata B/W",0
"30","29MC101","Late Pueblo utility",0
"31","29MC101","Lino Gray",1
"32","29MC101","Mancos B/W",0
"33","29MC101","Mesa Verde & proto",0
"34","29MC101","Mummy Lake Chaco",0
"35","29MC101","Navajo Polychrome",0
"36","29MC101","Navajo Utility",0
"37","29MC101","Newcomb B/W",0
"38","29MC101","Pena B/W",0
"39","29MC101","Piedro B/W",0
"40","29MC101","Puerco B/R",0
"41","29MC101","Red Mesa B/W",4
"42","29MC101","Sanostee R/O",0
"43","29MC101","Smudged Reds",0
"44","29MC101","Sosi-Dogozhi B/W",0
"45","29MC101","St. John's B/R Poly",0
"46","29MC101","Theodore B/W",0
"47","29MC101","Toadlena B/W",0
"48","29MC101","Tohatchie/Coolidge Coirrugated",5
"49","29MC101","Tusayan B/R",0
"50","29MC101","Tusayan Poly",0
"51","29MC101","Wetherill B/W",0
"52","29MC101","White Mound B/W",0
"53","29MC101","Wingate B/R",0
"54","29MC102","Abajo R/O",0
"55","29MC102","Black Mesa B/W",0
"56","29MC102","Bluff B/R",0
"57","29MC102","Chaco B/W",0
"58","29MC102","Chaco Corrugated",0
"59","29MC102","Chaco McElmo B/W",0
"60","29MC102","Chaco San Jose B/W",0
"61","29MC102","Chuska B/W",0
"62","29MC102","Cortez B/W",0
"63","29MC102","Deadman's B/R",0
"64","29MC102","Degenerative Transitional B/W",5
"65","29MC102","Four-Mile Polychrome",0
"66","29MC102","Hachure A",6
"67","29MC102","Hachure B",0
"68","29MC102","Historic Polychromes",0
"69","29MC102","Holbrook B/W",0
"70","29MC102","Indeterminate B/W",1
"71","29MC102","Indeterminate Corrugated",0
"72","29MC102","Indeterminate P1-P2 B/W",7
"73","29MC102","Indeterminate P2-3 carbon trachtye",0
"74","29MC102","Indeterminate Redware",0
"75","29MC102","Indeterminate Whiteware",2
"76","29MC102","Indeterminate plain gray",0
"77","29MC102","Kana'a B/W",0
"78","29MC102","Kana'a Gray",0
"79","29MC102","Kayenta B/W",0
"80","29MC102","Kiatuthlana B/W",0
"81","29MC102","La Plata B/R",0
"82","29MC102","La Plata B/W",0
"83","29MC102","Late Pueblo utility",0
"84","29MC102","Lino Gray",1
"85","29MC102","Mancos B/W",1
"86","29MC102","Mesa Verde & proto",0
"87","29MC102","Mummy Lake Chaco",0
"88","29MC102","Navajo Polychrome",0
"89","29MC102","Navajo Utility",0
"90","29MC102","Newcomb B/W",0
"91","29MC102","Pena B/W",0
"92","29MC102","Piedro B/W",0
"93","29MC102","Puerco B/R",0
"94","29MC102","Red Mesa B/W",3
"95","29MC102","Sanostee R/O",1
"96","29MC102","Smudged Reds",0
"97","29MC102","Sosi-Dogozhi B/W",0
"98","29MC102","St. John's B/R Poly",0
"99","29MC102","Theodore B/W",0
"100","29MC102","Toadlena B/W",0
"101","29MC102","Tohatchie/Coolidge Coirrugated",0
"102","29MC102","Tusayan B/R",0
"103","29MC102","Tusayan Poly",0
"104","29MC102","Wetherill B/W",0
"105","29MC102","White Mound B/W",1
"106","29MC102","Wingate B/R",0
"107","29MC103","Abajo R/O",0
"108","29MC103","Black Mesa B/W",0
"109","29MC103","Bluff B/R",0
"110","29MC103","Chaco B/W",0
"111","29MC103","Chaco Corrugated",0
"112","29MC103","Chaco McElmo B/W",0
"113","29MC103","Chaco San Jose B/W",0
"114","29MC103","Chuska B/W",0
"115","29MC103","Cortez B/W",0
"116","29MC103","Deadman's B/R",0
"117","29MC103","Degenerative Transitional B/W",5
"118","29MC103","Four-Mile Polychrome",0
"119","29MC103","Hachure A",7
"120","29MC103","Hachure B",5
"121","29MC103","Historic Polychromes",0
"122","29MC103","Holbrook B/W",0
"123","29MC103","Indeterminate B/W",0
"124","29MC103","Indeterminate Corrugated",1
"125","29MC103","Indeterminate P1-P2 B/W",2
"126","29MC103","Indeterminate P2-3 carbon trachtye",0
"127","29MC103","Indeterminate Redware",0
"128","29MC103","Indeterminate Whiteware",1
"129","29MC103","Indeterminate plain gray",0
"130","29MC103","Kana'a B/W",0
"131","29MC103","Kana'a Gray",0
"132","29MC103","Kayenta B/W",0
"133","29MC103","Kiatuthlana B/W",0
"134","29MC103","La Plata B/R",0
"135","29MC103","La Plata B/W",0
"136","29MC103","Late Pueblo utility",0
"137","29MC103","Lino Gray",2
"138","29MC103","Mancos B/W",0
"139","29MC103","Mesa Verde & proto",0
"140","29MC103","Mummy Lake Chaco",0
"141","29MC103","Navajo Polychrome",0
"142","29MC103","Navajo Utility",0
"143","29MC103","Newcomb B/W",0
"144","29MC103","Pena B/W",0
"145","29MC103","Piedro B/W",0
"146","29MC103","Puerco B/R",0
"147","29MC103","Red Mesa B/W",6
"148","29MC103","Sanostee R/O",0
"149","29MC103","Smudged Reds",0
"150","29MC103","Sosi-Dogozhi B/W",0
"151","29MC103","St. John's B/R Poly",0
"152","29MC103","Theodore B/W",0
"153","29MC103","Toadlena B/W",0
"154","29MC103","Tohatchie/Coolidge Coirrugated",1
"155","29MC103","Tusayan B/R",0
"156","29MC103","Tusayan Poly",0
"157","29MC103","Wetherill B/W",1
"158","29MC103","White Mound B/W",1
"159","29MC103","Wingate B/R",0
"160","29MC104","Abajo R/O",0
"161","29MC104","Black Mesa B/W",0
"162","29MC104","Bluff B/R",0
"163","29MC104","Chaco B/W",0
"164","29MC104","Chaco Corrugated",2
"165","29MC104","Chaco McElmo B/W",1
"166","29MC104","Chaco San Jose B/W",0
"167","29MC104","Chuska B/W",0
"168","29MC104","Cortez B/W",0
"169","29MC104","Deadman's B/R",0
"170","29MC104","Degenerative Transitional B/W",7
"171","29MC104","Four-Mile Polychrome",0
"172","29MC104","Hachure A",10
"173","29MC104","Hachure B",5
"174","29MC104","Historic Polychromes",0
"175","29MC104","Holbrook B/W",0
"176","29MC104","Indeterminate B/W",0
"177","29MC104","Indeterminate Corrugated",3
"178","29MC104","Indeterminate P1-P2 B/W",4
"179","29MC104","Indeterminate P2-3 carbon trachtye",0
"180","29MC104","Indeterminate Redware",0
"181","29MC104","Indeterminate Whiteware",4
"182","29MC104","Indeterminate plain gray",1
"183","29MC104","Kana'a B/W",0
"184","29MC104","Kana'a Gray",1
"185","29MC104","Kayenta B/W",0
"186","29MC104","Kiatuthlana B/W",0
"187","29MC104","La Plata B/R",0
"188","29MC104","La Plata B/W",0
"189","29MC104","Late Pueblo utility",0
"190","29MC104","Lino Gray",1
"191","29MC104","Mancos B/W",0
"192","29MC104","Mesa Verde & proto",0
"193","29MC104","Mummy Lake Chaco",0
"194","29MC104","Navajo Polychrome",0
"195","29MC104","Navajo Utility",0
"196","29MC104","Newcomb B/W",0
"197","29MC104","Pena B/W",0
"198","29MC104","Piedro B/W",0
"199","29MC104","Puerco B/R",0
"200","29MC104","Red Mesa B/W",2
"201","29MC104","Sanostee R/O",0
"202","29MC104","Smudged Reds",0
"203","29MC104","Sosi-Dogozhi B/W",0
"204","29MC104","St. John's B/R Poly",0
"205","29MC104","Theodore B/W",0
"206","29MC104","Toadlena B/W",0
"207","29MC104","Tohatchie/Coolidge Coirrugated",1
"208","29MC104","Tusayan B/R",0
"209","29MC104","Tusayan Poly",0
"210","29MC104","Wetherill B/W",0
"211","29MC104","White Mound B/W",0
"212","29MC104","Wingate B/R",1
"213","29MC105","Abajo R/O",0
"214","29MC105","Black Mesa B/W",0
"215","29MC105","Bluff B/R",0
"216","29MC105","Chaco B/W",0
"217","29MC105","Chaco Corrugated",0
"218","29MC105","Chaco McElmo B/W",0
"219","29MC105","Chaco San Jose B/W",0
"220","29MC105","Chuska B/W",0
"221","29MC105","Cortez B/W",0
"222","29MC105","Deadman's B/R",0
"223","29MC105","Degenerative Transitional B/W",1
"224","29MC105","Four-Mile Polychrome",0
"225","29MC105","Hachure A",0
"226","29MC105","Hachure B",0
"227","29MC105","Historic Polychromes",0
"228","29MC105","Holbrook B/W",0
"229","29MC105","Indeterminate B/W",0
"230","29MC105","Indeterminate Corrugated",0
"231","29MC105","Indeterminate P1-P2 B/W",1
"232","29MC105","Indeterminate P2-3 carbon trachtye",0
"233","29MC105","Indeterminate Redware",0
"234","29MC105","Indeterminate Whiteware",0
"235","29MC105","Indeterminate plain gray",0
"236","29MC105","Kana'a B/W",0
"237","29MC105","Kana'a Gray",1
"238","29MC105","Kayenta B/W",0
"239","29MC105","Kiatuthlana B/W",1
"240","29MC105","La Plata B/R",0
"241","29MC105","La Plata B/W",0
"242","29MC105","Late Pueblo utility",0
"243","29MC105","Lino Gray",5
"244","29MC105","Mancos B/W",0
"245","29MC105","Mesa Verde & proto",0
"246","29MC105","Mummy Lake Chaco",0
"247","29MC105","Navajo Polychrome",0
"248","29MC105","Navajo Utility",0
"249","29MC105","Newcomb B/W",0
"250","29MC105","Pena B/W",0
"251","29MC105","Piedro B/W",0
"252","29MC105","Puerco B/R",0
"253","29MC105","Red Mesa B/W",0
"254","29MC105","Sanostee R/O",0
"255","29MC105","Smudged Reds",0
"256","29MC105","Sosi-Dogozhi B/W",0
"257","29MC105","St. John's B/R Poly",0
"258","29MC105","Theodore B/W",0
"259","29MC105","Toadlena B/W",0
"260","29MC105","Tohatchie/Coolidge Coirrugated",0
"261","29MC105","Tusayan B/R",0
"262","29MC105","Tusayan Poly",0
"263","29MC105","Wetherill B/W",0
"264","29MC105","White Mound B/W",0
"265","29MC105","Wingate B/R",2
"266","29MC106","Abajo R/O",0
"267","29MC106","Black Mesa B/W",0
"268","29MC106","Bluff B/R",0
"269","29MC106","Chaco B/W",0
"270","29MC106","Chaco Corrugated",0
"271","29MC106","Chaco McElmo B/W",0
"272","29MC106","Chaco San Jose B/W",0
"273","29MC106","Chuska B/W",0
"274","29MC106","Cortez B/W",0
"275","29MC106","Deadman's B/R",0
"276","29MC106","Degenerative Transitional B/W",1
"277","29MC106","Four-Mile Polychrome",0
"278","29MC106","Hachure A",0
"279","29MC106","Hachure B",0
"280","29MC106","Historic Polychromes",0
"281","29MC106","Holbrook B/W",0
"282","29MC106","Indeterminate B/W",0
"283","29MC106","Indeterminate Corrugated",0
"284","29MC106","Indeterminate P1-P2 B/W",0
"285","29MC106","Indeterminate P2-3 carbon trachtye",0
"286","29MC106","Indeterminate Redware",0
"287","29MC106","Indeterminate Whiteware",0
"288","29MC106","Indeterminate plain gray",0
"289","29MC106","Kana'a B/W",0
"290","29MC106","Kana'a Gray",1
"291","29MC106","Kayenta B/W",0
"292","29MC106","Kiatuthlana B/W",0
"293","29MC106","La Plata B/R",0
"294","29MC106","La Plata B/W",1
"295","29MC106","Late Pueblo utility",0
"296","29MC106","Lino Gray",18
"297","29MC106","Mancos B/W",0
"298","29MC106","Mesa Verde & proto",0
"299","29MC106","Mummy Lake Chaco",0
"300","29MC106","Navajo Polychrome",0
"301","29MC106","Navajo Utility",0
"302","29MC106","Newcomb B/W",0
"303","29MC106","Pena B/W",0
"304","29MC106","Piedro B/W",0
"305","29MC106","Puerco B/R",0
"306","29MC106","Red Mesa B/W",0
"307","29MC106","Sanostee R/O",0
"308","29MC106","Smudged Reds",0
"309","29MC106","Sosi-Dogozhi B/W",0
"310","29MC106","St. John's B/R Poly",0
"311","29MC106","Theodore B/W",0
"312","29MC106","Toadlena B/W",0
"313","29MC106","Tohatchie/Coolidge Coirrugated",1
"314","29MC106","Tusayan B/R",1
"315","29MC106","Tusayan Poly",0
"316","29MC106","Wetherill B/W",0
"317","29MC106","White Mound B/W",0
"318","29MC106","Wingate B/R",0
"319","29MC107","Abajo R/O",0
"320","29MC107","Black Mesa B/W",0
"321","29MC107","Bluff B/R",0
"322","29MC107","Chaco B/W",0
"323","29MC107","Chaco Corrugated",2
"324","29MC107","Chaco McElmo B/W",0
"325","29MC107","Chaco San Jose B/W",0
"326","29MC107","Chuska B/W",0
"327","29MC107","Cortez B/W",0
"328","29MC107","Deadman's B/R",0
"329","29MC107","Degenerative Transitional B/W",6
"330","29MC107","Four-Mile Polychrome",0
"331","29MC107","Hachure A",1
"332","29MC107","Hachure B",1
"333","29MC107","Historic Polychromes",0
"334","29MC107","Holbrook B/W",0
"335","29MC107","Indeterminate B/W",0
"336","29MC107","Indeterminate Corrugated",5
"337","29MC107","Indeterminate P1-P2 B/W",1
"338","29MC107","Indeterminate P2-3 carbon trachtye",0
"339","29MC107","Indeterminate Redware",0
"340","29MC107","Indeterminate Whiteware",3
"341","29MC107","Indeterminate plain gray",3
"342","29MC107","Kana'a B/W",0
"343","29MC107","Kana'a Gray",0
"344","29MC107","Kayenta B/W",0
"345","29MC107","Kiatuthlana B/W",1
"346","29MC107","La Plata B/R",0
"347","29MC107","La Plata B/W",0
"348","29MC107","Late Pueblo utility",0
"349","29MC107","Lino Gray",4
"350","29MC107","Mancos B/W",1
"351","29MC107","Mesa Verde & proto",0
"352","29MC107","Mummy Lake Chaco",0
"353","29MC107","Navajo Polychrome",0
"354","29MC107","Navajo Utility",0
"355","29MC107","Newcomb B/W",0
"356","29MC107","Pena B/W",0
"357","29MC107","Piedro B/W",0
"358","29MC107","Puerco B/R",0
"359","29MC107","Red Mesa B/W",1
"360","29MC107","Sanostee R/O",0
"361","29MC107","Smudged Reds",0
"362","29MC107","Sosi-Dogozhi B/W",0
"363","29MC107","St. John's B/R Poly",0
"364","29MC107","Theodore B/W",0
"365","29MC107","Toadlena B/W",0
"366","29MC107","Tohatchie/Coolidge Coirrugated",0
"367","29MC107","Tusayan B/R",0
"368","29MC107","Tusayan Poly",0
"369","29MC107","Wetherill B/W",0
"370","29MC107","White Mound B/W",0
"371","29MC107","Wingate B/R",4
"372","29MC109","Abajo R/O",0
"373","29MC109","Black Mesa B/W",0
"374","29MC109","Bluff B/R",0
"375","29MC109","Chaco B/W",0
"376","29MC109","Chaco Corrugated",4
"377","29MC109","Chaco McElmo B/W",2
"378","29MC109","Chaco San Jose B/W",0
"379","29MC109","Chuska B/W",0
"380","29MC109","Cortez B/W",0
"381","29MC109","Deadman's B/R",0
"382","29MC109","Degenerative Transitional B/W",8
"383","29MC109","Four-Mile Polychrome",0
"384","29MC109","Hachure A",4
"385","29MC109","Hachure B",8
"386","29MC109","Historic Polychromes",0
"387","29MC109","Holbrook B/W",0
"388","29MC109","Indeterminate B/W",1
"389","29MC109","Indeterminate Corrugated",15
"390","29MC109","Indeterminate P1-P2 B/W",10
"391","29MC109","Indeterminate P2-3 carbon trachtye",0
"392","29MC109","Indeterminate Redware",0
"393","29MC109","Indeterminate Whiteware",5
"394","29MC109","Indeterminate plain gray",2
"395","29MC109","Kana'a B/W",0
"396","29MC109","Kana'a Gray",1
"397","29MC109","Kayenta B/W",0
"398","29MC109","Kiatuthlana B/W",1
"399","29MC109","La Plata B/R",0
"400","29MC109","La Plata B/W",0
"401","29MC109","Late Pueblo utility",0
"402","29MC109","Lino Gray",6
"403","29MC109","Mancos B/W",1
"404","29MC109","Mesa Verde & proto",0
"405","29MC109","Mummy Lake Chaco",0
"406","29MC109","Navajo Polychrome",0
"407","29MC109","Navajo Utility",0
"408","29MC109","Newcomb B/W",0
"409","29MC109","Pena B/W",0
"410","29MC109","Piedro B/W",0
"411","29MC109","Puerco B/R",2
"412","29MC109","Red Mesa B/W",3
"413","29MC109","Sanostee R/O",0
"414","29MC109","Smudged Reds",0
"415","29MC109","Sosi-Dogozhi B/W",0
"416","29MC109","St. John's B/R Poly",1
"417","29MC109","Theodore B/W",0
"418","29MC109","Toadlena B/W",0
"419","29MC109","Tohatchie/Coolidge Coirrugated",14
"420","29MC109","Tusayan B/R",0
"421","29MC109","Tusayan Poly",0
"422","29MC109","Wetherill B/W",0
"423","29MC109","White Mound B/W",0
"424","29MC109","Wingate B/R",2
"425","29MC110","Abajo R/O",0
"426","29MC110","Black Mesa B/W",0
"427","29MC110","Bluff B/R",0
"428","29MC110","Chaco B/W",0
"429","29MC110","Chaco Corrugated",3
"430","29MC110","Chaco McElmo B/W",3
"431","29MC110","Chaco San Jose B/W",1
"432","29MC110","Chuska B/W",0
"433","29MC110","Cortez B/W",0
"434","29MC110","Deadman's B/R",0
"435","29MC110","Degenerative Transitional B/W",7
"436","29MC110","Four-Mile Polychrome",0
"437","29MC110","Hachure A",3
"438","29MC110","Hachure B",5
"439","29MC110","Historic Polychromes",0
"440","29MC110","Holbrook B/W",0
"441","29MC110","Indeterminate B/W",0
"442","29MC110","Indeterminate Corrugated",4
"443","29MC110","Indeterminate P1-P2 B/W",7
"444","29MC110","Indeterminate P2-3 carbon trachtye",0
"445","29MC110","Indeterminate Redware",1
"446","29MC110","Indeterminate Whiteware",7
"447","29MC110","Indeterminate plain gray",2
"448","29MC110","Kana'a B/W",0
"449","29MC110","Kana'a Gray",5
"450","29MC110","Kayenta B/W",0
"451","29MC110","Kiatuthlana B/W",3
"452","29MC110","La Plata B/R",0
"453","29MC110","La Plata B/W",0
"454","29MC110","Late Pueblo utility",0
"455","29MC110","Lino Gray",3
"456","29MC110","Mancos B/W",1
"457","29MC110","Mesa Verde & proto",0
"458","29MC110","Mummy Lake Chaco",0
"459","29MC110","Navajo Polychrome",0
"460","29MC110","Navajo Utility",0
"461","29MC110","Newcomb B/W",0
"462","29MC110","Pena B/W",0
"463","29MC110","Piedro B/W",0
"464","29MC110","Puerco B/R",0
"465","29MC110","Red Mesa B/W",1
"466","29MC110","Sanostee R/O",0
"467","29MC110","Smudged Reds",0
"468","29MC110","Sosi-Dogozhi B/W",0
"469","29MC110","St. John's B/R Poly",0
"470","29MC110","Theodore B/W",0
"471","29MC110","Toadlena B/W",0
"472","29MC110","Tohatchie/Coolidge Coirrugated",6
"473","29MC110","Tusayan B/R",0
"474","29MC110","Tusayan Poly",0
"475","29MC110","Wetherill B/W",0
"476","29MC110","White Mound B/W",1
"477","29MC110","Wingate B/R",0
"478","29MC111","Abajo R/O",0
"479","29MC111","Black Mesa B/W",0
"480","29MC111","Bluff B/R",0
"481","29MC111","Chaco B/W",0
"482","29MC111","Chaco Corrugated",1
"483","29MC111","Chaco McElmo B/W",6
"484","29MC111","Chaco San Jose B/W",0
"485","29MC111","Chuska B/W",0
"486","29MC111","Cortez B/W",0
"487","29MC111","Deadman's B/R",0
"488","29MC111","Degenerative Transitional B/W",5
"489","29MC111","Four-Mile Polychrome",0
"490","29MC111","Hachure A",0
"491","29MC111","Hachure B",0
"492","29MC111","Historic Polychromes",0
"493","29MC111","Holbrook B/W",0
"494","29MC111","Indeterminate B/W",0
"495","29MC111","Indeterminate Corrugated",6
"496","29MC111","Indeterminate P1-P2 B/W",2
"497","29MC111","Indeterminate P2-3 carbon trachtye",0
"498","29MC111","Indeterminate Redware",0
"499","29MC111","Indeterminate Whiteware",3
"500","29MC111","Indeterminate plain gray",1
"501","29MC111","Kana'a B/W",0
"502","29MC111","Kana'a Gray",1
"503","29MC111","Kayenta B/W",0
"504","29MC111","Kiatuthlana B/W",1
"505","29MC111","La Plata B/R",0
"506","29MC111","La Plata B/W",0
"507","29MC111","Late Pueblo utility",0
"508","29MC111","Lino Gray",1
"509","29MC111","Mancos B/W",0
"510","29MC111","Mesa Verde & proto",0
"511","29MC111","Mummy Lake Chaco",0
"512","29MC111","Navajo Polychrome",0
"513","29MC111","Navajo Utility",0
"514","29MC111","Newcomb B/W",0
"515","29MC111","Pena B/W",0
"516","29MC111","Piedro B/W",0
"517","29MC111","Puerco B/R",2
"518","29MC111","Red Mesa B/W",0
"519","29MC111","Sanostee R/O",0
"520","29MC111","Smudged Reds",0
"521","29MC111","Sosi-Dogozhi B/W",0
"522","29MC111","St. John's B/R Poly",3
"523","29MC111","Theodore B/W",0
"524","29MC111","Toadlena B/W",0
"525","29MC111","Tohatchie/Coolidge Coirrugated",3
"526","29MC111","Tusayan B/R",0
"527","29MC111","Tusayan Poly",0
"528","29MC111","Wetherill B/W",1
"529","29MC111","White Mound B/W",0
"530","29MC111","Wingate B/R",0
"531","29MC112","Abajo R/O",1
"532","29MC112","Black Mesa B/W",0
"533","29MC112","Bluff B/R",0
"534","29MC112","Chaco B/W",0
"535","29MC112","Chaco Corrugated",3
"536","29MC112","Chaco McElmo B/W",0
"537","29MC112","Chaco San Jose B/W",0
"538","29MC112","Chuska B/W",0
"539","29MC112","Cortez B/W",0
"540","29MC112","Deadman's B/R",0
"541","29MC112","Degenerative Transitional B/W",8
"542","29MC112","Four-Mile Polychrome",0
"543","29MC112","Hachure A",1
"544","29MC112","Hachure B",2
"545","29MC112","Historic Polychromes",0
"546","29MC112","Holbrook B/W",0
"547","29MC112","Indeterminate B/W",0
"548","29MC112","Indeterminate Corrugated",0
"549","29MC112","Indeterminate P1-P2 B/W",0
"550","29MC112","Indeterminate P2-3 carbon trachtye",0
"551","29MC112","Indeterminate Redware",0
"552","29MC112","Indeterminate Whiteware",0
"553","29MC112","Indeterminate plain gray",4
"554","29MC112","Kana'a B/W",0
"555","29MC112","Kana'a Gray",1
"556","29MC112","Kayenta B/W",0
"557","29MC112","Kiatuthlana B/W",0
"558","29MC112","La Plata B/R",0
"559","29MC112","La Plata B/W",0
"560","29MC112","Late Pueblo utility",0
"561","29MC112","Lino Gray",0
"562","29MC112","Mancos B/W",0
"563","29MC112","Mesa Verde & proto",0
"564","29MC112","Mummy Lake Chaco",0
"565","29MC112","Navajo Polychrome",0
"566","29MC112","Navajo Utility",0
"567","29MC112","Newcomb B/W",0
"568","29MC112","Pena B/W",0
"569","29MC112","Piedro B/W",0
"570","29MC112","Puerco B/R",0
"571","29MC112","Red Mesa B/W",10
"572","29MC112","Sanostee R/O",0
"573","29MC112","Smudged Reds",0
"574","29MC112","Sosi-Dogozhi B/W",0
"575","29MC112","St. John's B/R Poly",0
"576","29MC112","Theodore B/W",0
"577","29MC112","Toadlena B/W",0
"578","29MC112","Tohatchie/Coolidge Coirrugated",18
"579","29MC112","Tusayan B/R",0
"580","29MC112","Tusayan Poly",0
"581","29MC112","Wetherill B/W",0
"582","29MC112","White Mound B/W",0
"583","29MC112","Wingate B/R",0
"584","29MC113","Abajo R/O",0
"585","29MC113","Black Mesa B/W",0
"586","29MC113","Bluff B/R",0
"587","29MC113","Chaco B/W",0
"588","29MC113","Chaco Corrugated",0
"589","29MC113","Chaco McElmo B/W",0
"590","29MC113","Chaco San Jose B/W",0
"591","29MC113","Chuska B/W",0
"592","29MC113","Cortez B/W",0
"593","29MC113","Deadman's B/R",0
"594","29MC113","Degenerative Transitional B/W",0
"595","29MC113","Four-Mile Polychrome",0
"596","29MC113","Hachure A",2
"597","29MC113","Hachure B",0
"598","29MC113","Historic Polychromes",0
"599","29MC113","Holbrook B/W",0
"600","29MC113","Indeterminate B/W",0
"601","29MC113","Indeterminate Corrugated",0
"602","29MC113","Indeterminate P1-P2 B/W",0
"603","29MC113","Indeterminate P2-3 carbon trachtye",0
"604","29MC113","Indeterminate Redware",0
"605","29MC113","Indeterminate Whiteware",5
"606","29MC113","Indeterminate plain gray",1
"607","29MC113","Kana'a B/W",0
"608","29MC113","Kana'a Gray",0
"609","29MC113","Kayenta B/W",0
"610","29MC113","Kiatuthlana B/W",0
"611","29MC113","La Plata B/R",0
"612","29MC113","La Plata B/W",0
"613","29MC113","Late Pueblo utility",0
"614","29MC113","Lino Gray",0
"615","29MC113","Mancos B/W",0
"616","29MC113","Mesa Verde & proto",0
"617","29MC113","Mummy Lake Chaco",0
"618","29MC113","Navajo Polychrome",0
"619","29MC113","Navajo Utility",0
"620","29MC113","Newcomb B/W",0
"621","29MC113","Pena B/W",0
"622","29MC113","Piedro B/W",0
"623","29MC113","Puerco B/R",0
"624","29MC113","Red Mesa B/W",0
"625","29MC113","Sanostee R/O",0
"626","29MC113","Smudged Reds",0
"627","29MC113","Sosi-Dogozhi B/W",0
"628","29MC113","St. John's B/R Poly",0
"629","29MC113","Theodore B/W",0
"630","29MC113","Toadlena B/W",0
"631","29MC113","Tohatchie/Coolidge Coirrugated",0
"632","29MC113","Tusayan B/R",0
"633","29MC113","Tusayan Poly",0
"634","29MC113","Wetherill B/W",0
"635","29MC113","White Mound B/W",0
"636","29MC113","Wingate B/R",0
"637","29MC115","Abajo R/O",0
"638","29MC115","Black Mesa B/W",0
"639","29MC115","Bluff B/R",0
"640","29MC115","Chaco B/W",0
"641","29MC115","Chaco Corrugated",0
"642","29MC115","Chaco McElmo B/W",0
"643","29MC115","Chaco San Jose B/W",0
"644","29MC115","Chuska B/W",0
"645","29MC115","Cortez B/W",0
"646","29MC115","Deadman's B/R",0
"647","29MC115","Degenerative Transitional B/W",4
"648","29MC115","Four-Mile Polychrome",0
"649","29MC115","Hachure A",0
"650","29MC115","Hachure B",0
"651","29MC115","Historic Polychromes",0
"652","29MC115","Holbrook B/W",0
"653","29MC115","Indeterminate B/W",0
"654","29MC115","Indeterminate Corrugated",0
"655","29MC115","Indeterminate P1-P2 B/W",12
"656","29MC115","Indeterminate P2-3 carbon trachtye",0
"657","29MC115","Indeterminate Redware",0
"658","29MC115","Indeterminate Whiteware",0
"659","29MC115","Indeterminate plain gray",0
"660","29MC115","Kana'a B/W",0
"661","29MC115","Kana'a Gray",4
"662","29MC115","Kayenta B/W",0
"663","29MC115","Kiatuthlana B/W",3
"664","29MC115","La Plata B/R",0
"665","29MC115","La Plata B/W",0
"666","29MC115","Late Pueblo utility",0
"667","29MC115","Lino Gray",1
"668","29MC115","Mancos B/W",0
"669","29MC115","Mesa Verde & proto",0
"670","29MC115","Mummy Lake Chaco",0
"671","29MC115","Navajo Polychrome",0
"672","29MC115","Navajo Utility",0
"673","29MC115","Newcomb B/W",0
"674","29MC115","Pena B/W",0
"675","29MC115","Piedro B/W",0
"676","29MC115","Puerco B/R",0
"677","29MC115","Red Mesa B/W",1
"678","29MC115","Sanostee R/O",1
"679","29MC115","Smudged Reds",0
"680","29MC115","Sosi-Dogozhi B/W",0
"681","29MC115","St. John's B/R Poly",0
"682","29MC115","Theodore B/W",0
"683","29MC115","Toadlena B/W",0
"684","29MC115","Tohatchie/Coolidge Coirrugated",3
"685","29MC115","Tusayan B/R",0
"686","29MC115","Tusayan Poly",0
"687","29MC115","Wetherill B/W",0
"688","29MC115","White Mound B/W",0
"689","29MC115","Wingate B/R",0
"690","29MC116","Abajo R/O",0
"691","29MC116","Black Mesa B/W",0
"692","29MC116","Bluff B/R",0
"693","29MC116","Chaco B/W",0
"694","29MC116","Chaco Corrugated",0
"695","29MC116","Chaco McElmo B/W",0
"696","29MC116","Chaco San Jose B/W",0
"697","29MC116","Chuska B/W",0
"698","29MC116","Cortez B/W",0
"699","29MC116","Deadman's B/R",0
"700","29MC116","Degenerative Transitional B/W",0
"701","29MC116","Four-Mile Polychrome",0
"702","29MC116","Hachure A",0
"703","29MC116","Hachure B",0
"704","29MC116","Historic Polychromes",0
